Id,Name,Surname,City,OfficialEmail,Birthday,SSN
901785,Oliviero,Angelo,Vedegheto,s901785@students.politu.it,2/24/1993,GC56566003
901786,Marilena,DeRose,Borgo San Siro,s901786@students.politu.it,2/24/1997,MP75125865
901787,Giraldo,Siciliano,Pian Di Pieca,s901787@students.politu.it,2/24/1998,MS17961745
901788,Leila,Mancini,Deposito Di Luzzi,s901788@students.politu.it,2/24/1999,VW83650536
901789,Alfredino,Bruno,Corigliano Calabro,s901789@students.politu.it,2/24/1999,FP13072849
901790,Clorinda,Padovesi,Nervesa Della Battaglia,s901790@students.politu.it,2/24/2000,EI83012919
901791,Antonella,Esposito,Livorno,s901791@students.politu.it,2/24/2001,EP6514844
901792,Piera,Moretti,Rotello,s901792@students.politu.it,2/24/2001,JB58221381
901793,Giancarlo,Baresi,Marmentino,s901793@students.politu.it,2/25/1992,JT2420717
901794,Giovanna,Lori,Firenze,s901794@students.politu.it,2/25/1993,GS98596882
901795,Ivo,Pugliesi,Nasca,s901795@students.politu.it,2/25/1993,JJ25857700
901796,Livia,Beneventi,Sesso,s901796@students.politu.it,2/25/1994,QM59266334
901797,Tolomeo,Mazzi,Sibari Stazione,s901797@students.politu.it,2/25/1994,QW72238468
901798,Rosa,Rossi,Cancello Ed Arnone,s901798@students.politu.it,2/25/1997,SZ13518121
901799,Narciso,Milani,Iggio,s901799@students.politu.it,2/25/1999,LG54876583
901800,Venera,Buccho,Villalba,s901800@students.politu.it,2/25/2001,LU75889872
901801,Jolanda ,Colombo,Bozen,s901801@students.politu.it,2/26/1997,EN78191997
901802,Bianca,Capon,Maranzana,s901802@students.politu.it,2/26/1997,UM73951025
901803,Dorotea,Davide,Campomarino,s901803@students.politu.it,2/26/2000,XR99627995
901804,Generoso,Barese,Anzi,s901804@students.politu.it,2/26/2001,KJ41154831
901805,Christian,Cremonesi,Lagaro,s901805@students.politu.it,2/27/1993,RX17584575
901806,Cesio,Siciliani,Ranica,s901806@students.politu.it,2/27/1993,YI10468707
901807,Adalgisio,Monaldo,Ponzone,s901807@students.politu.it,2/27/1999,JE26817573
901808,Tranquillina,Trevisano,Belmonte Piceno,s901808@students.politu.it,2/27/1999,NS27328339
901809,Erminio,Endrizzi,Castro,s901809@students.politu.it,2/27/1999,YD75851275
901810,Ilaria,Romani,Cervara,s901810@students.politu.it,2/27/2000,AZ2628259
901811,Macaria ,DeRose,Valera Fratta,s901811@students.politu.it,2/27/2001,JS96575008
901812,Raimondo,Trentini,Molina Di Fiemme,s901812@students.politu.it,2/28/1994,JX41867203
901813,Brancaleone,Li Fonti,Tavernelle Emilia,s901813@students.politu.it,2/28/1995,MU87550025
901814,Manlio,Cocci,Gibellina,s901814@students.politu.it,2/28/1996,RY80897265
901815,Romano,Boni,Castroreale,s901815@students.politu.it,2/28/1997,YS65983180
901816,Giacinto,Trevisano,San Morello,s901816@students.politu.it,2/28/1998,CI55687008
901817,Serafino,Trevisan,Sala Comacina,s901817@students.politu.it,2/28/2000,BY36277478
901818,Alessandra,Calabresi,Cesaro,s901818@students.politu.it,2/29/1992,XU28866256
901819,Giorgio,Lucciano,Marano Marchesato,s901819@students.politu.it,2/29/1996,TU62111870
901820,Mariano,Gallo,Inzago,s901820@students.politu.it,3/13/1992,IA52124695
901821,Lucrezia,Sal,Cirie,s901821@students.politu.it,3/13/1993,ZN15375885
901822,Romilda,Esposito,Cassina Savina,s901822@students.politu.it,3/13/1993,ND30918134
901823,Blanda,Onio,Coperchia,s901823@students.politu.it,3/13/1997,LG96293622
901824,Augusto,Pisano,Monte San Vito,s901824@students.politu.it,3/13/1997,MU37798458
901825,Editta,Trentino,Bosaro,s901825@students.politu.it,3/14/1994,JF6844153
901826,Fernando,Colombo,Rizzolo,s901826@students.politu.it,3/14/1996,HR84340584
901827,Fabio,Trevisani,Porto Maurizio,s901827@students.politu.it,3/14/1997,LW54996415
901828,Azzurra,Piazza,San Paolo Cervo,s901828@students.politu.it,3/14/2000,WX29749276
901829,Amedeo,Gallo,Meran,s901829@students.politu.it,3/14/2001,BM31434423
901830,Ambra,Genovese,Oglianico,s901830@students.politu.it,3/14/2001,ON43958288
901831,Alfio,Conti,Ballino,s901831@students.politu.it,3/15/1992,YY83804281
901832,Palmiro,Conti,Nule,s901832@students.politu.it,3/15/1993,CY21740533
901833,Martina,Moretti,Soprabolzano,s901833@students.politu.it,3/15/1994,ZE75251215
901834,Federico,Genovese,Secchiano Marecchia,s901834@students.politu.it,3/15/1994,HI54395715
901835,Vittorio,Russo,Montevaccino,s901835@students.politu.it,3/15/1995,SW29348153
901836,Federica,Trevisano,Lentiai,s901836@students.politu.it,3/15/1995,QU42878986
901837,Geronima,Sal,Cornaiano,s901837@students.politu.it,3/15/1997,MO27002373
901838,Lioba,Romani,Montalbano,s901838@students.politu.it,3/15/1997,RN34652007
901839,Scolastica,Rossi,Orbignano,s901839@students.politu.it,3/15/1998,HK70167935
901840,Vanna,Pisani,Senorbi,s901840@students.politu.it,3/15/2000,YV34781153
901841,Eliano,Marchesi,Montecreto,s901841@students.politu.it,3/16/1992,YM15666660
901842,Candido,Arcuri,Tufo Di Minturno,s901842@students.politu.it,3/16/1994,TR13607613
901843,Elia,Marcelo,Monte Donato,s901843@students.politu.it,3/16/1994,OC41888896
901844,Terenzio,Schiavone,Orio Canavese,s901844@students.politu.it,3/16/1997,YF6556162
901845,Luce,Costa,Vicovaro,s901845@students.politu.it,3/16/1999,QX8336366
901846,Arianna,Padovano,Tamarispa,s901846@students.politu.it,3/16/2000,NV65753176
901847,Muzio,Manna,Pila,s901847@students.politu.it,3/16/2000,IO50006498
901848,Adele,Cocci,Mombercelli,s901848@students.politu.it,3/17/1992,ZW24703185
901849,Saverio,Li Fonti,Roccaforte Del Greco,s901849@students.politu.it,3/17/1999,SO59494964
901850,Crescenzo,Palermo,Iggio,s901850@students.politu.it,3/18/1992,WB30836108
901851,Benilde,Manna,Crastu,s901851@students.politu.it,3/18/1994,JU80237475
901852,Delmo,Fanucci,Serdiana,s901852@students.politu.it,3/18/1996,OD22398349
901853,Abbondanzio,Siciliani,Merate,s901853@students.politu.it,3/18/1997,IM89198058
901854,Callimaco,Angelo,Buccheri,s901854@students.politu.it,3/18/1997,MQ7892134
901855,Paciano,Rossi,Firenze,s901855@students.politu.it,3/18/1999,DE41026626
901856,Monica,Schiavone,San Nicolo' L'Arena,s901856@students.politu.it,3/18/2000,YS38829377
901857,Cassio,Pugliesi,Bergamo,s901857@students.politu.it,3/19/1992,BI40894523
901858,Itala,Milani,Gazzaniga,s901858@students.politu.it,3/19/1992,RJ7246057
901859,Furio,Lucciano,Volterra,s901859@students.politu.it,3/19/1993,OG49197772
901860,Pietro,Zito,Carseggio,s901860@students.politu.it,3/19/1994,YF1665036
901861,Agenore,Longo,Spresiano,s901861@students.politu.it,3/19/1995,PE90948359
901862,Efisio,Padovesi,Caccamo,s901862@students.politu.it,3/19/1998,XR64031913
901863,Dora,Lettiere,Pergola,s901863@students.politu.it,3/19/2001,YQ54143506
901864,Nicoletta,Dellucci,Assisi,s901864@students.politu.it,3/20/1992,MG74626131
901865,Fedele,Lucchese,San Michele,s901865@students.politu.it,3/20/1993,AA68229389
901866,Alvisa,Manfrin,Lavagna,s901866@students.politu.it,3/20/1994,CP35441074
901867,Quintino,Nucci,Pienza,s901867@students.politu.it,3/20/1999,JQ40200978
901868,Callimaco,Lo Duca,Lavarone Cappella,s901868@students.politu.it,3/20/1999,NR72391275
901869,Nunzio,Toscani,Terranova Dei Passerini,s901869@students.politu.it,3/21/1994,RI49553347
901870,Dalila,Pagnotto,Santuario Tinella,s901870@students.politu.it,3/21/1994,DX21800804
901871,Aida,Trevisani,Paderno D'Adda,s901871@students.politu.it,3/21/1996,UZ48489708
901872,Raniero,Toscano,Putzu Idu,s901872@students.politu.it,3/21/1996,WE44715798
901873,Venera,Lori,Calcata,s901873@students.politu.it,3/21/1997,JL21142165
901874,Romano,Romani,Valsinni,s901874@students.politu.it,3/21/1999,BV69777623
901875,Pantaleone,Barese,Villalfonsina,s901875@students.politu.it,3/21/1999,SE37117584
901876,Adriano,Udinese,Venusio,s901876@students.politu.it,3/22/1993,BO96426939
901877,Margherita,Fanucci,Sporminore,s901877@students.politu.it,3/22/1995,CI61875931
901878,Geronima,Greece,Santa Margherita Staffora,s901878@students.politu.it,3/22/1995,KE95675413
901879,Iva,Napolitani,Bersone,s901879@students.politu.it,3/22/1995,MF65241394
901880,Lilla,Castiglione,Mercatello Di Salerno,s901880@students.politu.it,3/22/1996,GC13660204
901881,Vincenza,Sagese,Torano Castello,s901881@students.politu.it,3/22/1997,GM53701802
901882,Cristian,Sagese,La Maddalena,s901882@students.politu.it,3/22/1999,LY80385978
901883,Pasqualina,Schiavone,Voltaggio,s901883@students.politu.it,3/22/2000,WG9232008
901884,Dionisio,Giordano,Ospitale Nel Frignano,s901884@students.politu.it,3/23/1993,EV65973291
901885,Proserpina,Conti,Vinco,s901885@students.politu.it,3/23/1996,QY12985706
901886,Delfina,Pugliesi,Benedello,s901886@students.politu.it,3/23/1998,CE41218444
901887,Macario,Barese,Pontestura,s901887@students.politu.it,3/23/1999,ZO39283798
901888,Augusta,Lucciano,Piegaio,s901888@students.politu.it,3/23/2001,JP57515827
901889,Miriam,Loggia,Montanaso Lombardo,s901889@students.politu.it,3/24/1992,ZI55914654
901890,Isacco,Dellucci,Voldomino,s901890@students.politu.it,3/24/1992,BM88761684
901891,Deborah,Loggia,Case San Martino,s901891@students.politu.it,3/24/1993,RS72862216
901892,Albano,Bellucci,Barritteri,s901892@students.politu.it,3/24/1994,ZO92306019
901893,Samuele,Siciliani,Grimacco,s901893@students.politu.it,3/24/1994,SA38073510
901894,Vinicio,Fallaci,Monticello Conte Otto,s901894@students.politu.it,3/24/1994,EW20943275
901895,Patrizio,De Luca,Vaiano,s901895@students.politu.it,3/24/1995,NV28897829
901896,Ernesto,Lorenzo,San Leonardo,s901896@students.politu.it,3/24/1997,JO72311139
901897,Isaia,Costa,Sarnico,s901897@students.politu.it,3/24/1999,NW62483817
901898,Mara,Palerma,Cartabbia,s901898@students.politu.it,3/24/2000,LW69280260
901899,Adelfina,Lo Duca,Gazzada,s901899@students.politu.it,3/25/1995,NH59109406
901900,Luigina,Schiavone,Gressan,s901900@students.politu.it,3/25/1996,BN72897142
901901,Flavia,Piazza,Tavazzano Con Villavesco,s901901@students.politu.it,3/25/1998,XR65953162
901902,Proserpina,Fallaci,S'Arridellu,s901902@students.politu.it,3/25/1998,DW76478283
901903,Ausonia,Lucchesi,Godiasco,s901903@students.politu.it,3/26/1992,LA19268993
901904,Isacco,Lucchese,Scena,s901904@students.politu.it,3/26/1992,WZ48151079
901905,Rosetta,Milano,Mercato San Severino,s901905@students.politu.it,3/26/1993,TG77774328
901906,Cipriano,Lori,Corsano,s901906@students.politu.it,3/26/1994,EX90413007
901907,Placido,Ricci,Cuggiono,s901907@students.politu.it,3/26/1997,GS62891912
901908,Giovanna,Cattaneo,Torregrande,s901908@students.politu.it,3/26/1997,TU27810847
901909,Battista,Ferri,Altrei,s901909@students.politu.it,3/26/1999,TY61167838
901910,Valeria,Dellucci,Pelugo,s901910@students.politu.it,3/26/2000,JA45279279
901911,Lealdo,Siciliani,Tartsch,s901911@students.politu.it,3/26/2001,WZ84299869
901912,Adelchi,Calabresi,Napola,s901912@students.politu.it,3/26/2001,RL17472529
901913,Lamberto,Milanesi,San Martino Di Colle Umberto,s901913@students.politu.it,3/26/2001,OR41230940
901914,Cataldo,Bergamaschi,Carmignano,s901914@students.politu.it,3/27/1994,UH28684538
901915,Liviano,Lorenzo,Lizzano In Belvedere,s901915@students.politu.it,3/27/1994,VV47829397
901916,Geremia,Lo Duca,Poggio,s901916@students.politu.it,3/27/1996,LH99904270
901917,Bellina,Milanesi,Giardina Gallotti,s901917@students.politu.it,3/27/1997,WL89639753
901918,Quinzia,Padovesi,Valvestino,s901918@students.politu.it,3/27/1999,XP52281267
901919,Fernando,Endrizzi,Novoli,s901919@students.politu.it,3/27/2000,XE17451314
901920,Camillo,Beneventi,Montauro Stazione,s901920@students.politu.it,3/27/2000,MF97504958
901921,Berta,Buccho,Roccapiemonte,s901921@students.politu.it,3/27/2000,TT71765068
901922,Gaetana,Pinto,Castelnuovo Calcea,s901922@students.politu.it,3/27/2001,SF42529009
901923,Stella,Fanucci,San Domino,s901923@students.politu.it,3/27/2001,ST11466634
901924,Giovanni,Sal,Casale,s901924@students.politu.it,3/28/1994,ZP39143958
901925,Silvestro,Onio,San Momme,s901925@students.politu.it,3/28/1994,ZR6119558
901926,Rosanna,Sabbatini,Fontanelle,s901926@students.politu.it,3/28/1995,GE73085251
901927,Tullia,Udinese,Napoli,s901927@students.politu.it,3/28/1997,RJ56096761
901928,Fedro,Trentini,Bisaccia,s901928@students.politu.it,3/28/1997,SP98094527
901929,Enza,Greece,San Pietro Di Milazzo,s901929@students.politu.it,3/28/2000,TP61470190
901930,Enzo,Lombardi,San Vittore,s901930@students.politu.it,3/28/2000,GT78909603
901931,Nella,Genovesi,Bergotto,s901931@students.politu.it,3/28/2001,JH44415882
901932,Valentino,Costa,Petrignano D'Assisi,s901932@students.politu.it,3/29/1992,JA55080022
901933,Silvano,Zetticci,Palazzolo Acreide,s901933@students.politu.it,3/29/1994,NT35108142
901934,Giacinto,Capon,Todi,s901934@students.politu.it,3/29/1995,WT31387626
901935,Rosalia,Ricci,Steinhaus,s901935@students.politu.it,3/29/1997,LL43284010
901936,Uberto,Lombardo,Lari,s901936@students.politu.it,3/29/1999,EE26302651
901937,Palmira ,Endrizzi,Quara,s901937@students.politu.it,3/29/2000,CL82904957
901938,Rinaldo,Mazzanti,San Romualdo,s901938@students.politu.it,3/29/2000,EW49405889
901939,Nereo,Calabrese,Lugugnana,s901939@students.politu.it,3/29/2001,BJ29173643
901940,Ludovica,Piccio,Biadene,s901940@students.politu.it,3/29/2001,OE49638544
901941,Licia,Toscani,Gualdo Di Narni,s901941@students.politu.it,3/29/2001,MK71559536
901942,Licia,Sabbatini,Fonte Alto,s901942@students.politu.it,3/30/1992,CN19959616
901943,Quinzia,Schiavone,Serso,s901943@students.politu.it,3/30/1994,RW89830770
901944,Amalio,Buccho,Celenza Valfortore,s901944@students.politu.it,3/30/1997,EI57964604
901945,Clotilde,Pagnotto,Robilante,s901945@students.politu.it,3/30/1997,TR28699864
901946,Giuliano,Arcuri,Cremenaga,s901946@students.politu.it,3/30/1997,MS13847507
901947,Michelangelo,Longo,Muhlbach,s901947@students.politu.it,3/30/1998,DF31701737
901948,Adolfa,Capon,Anticoli Corrado,s901948@students.politu.it,3/30/1998,QN71052835
901949,Salvatore,Longo,Acquafondata,s901949@students.politu.it,3/31/1993,PL50164515
901950,Flavia,Mazzi,Trieste,s901950@students.politu.it,3/31/1993,WQ74011942
901951,Angelo,DeRose,Cogozzo,s901951@students.politu.it,3/31/1996,UY1415071
901952,Manuela,Rizzo,Ceraso,s901952@students.politu.it,3/31/1999,NM35498329
901953,Sofia,Trevisani,Basaluzzo,s901953@students.politu.it,3/31/1999,LP24415757
901954,Scolastica,Siciliani,San Lupo,s901954@students.politu.it,3/31/2001,DF64260098
901955,Oreste,Milano,Montecastrilli,s901955@students.politu.it,4/13/1993,BM75351304
901956,Adriana,Siciliani,Cantalupo In Sabina,s901956@students.politu.it,4/13/1996,FP13614608
901957,Innocenzo,Milano,Tezze,s901957@students.politu.it,4/13/1999,YC22665782
901958,Salomone,Lucchese,Mattine,s901958@students.politu.it,4/13/2000,OQ21063058
901959,Guarino,Bergamaschi,San Pietro Irpino,s901959@students.politu.it,4/13/2001,WT8530989
901960,Duilio,Castiglione,Torino,s901960@students.politu.it,4/14/1992,BD37918038
901961,Alice,Bergamaschi,Casa Calistri,s901961@students.politu.it,4/14/1994,YW10562771
901962,Igor,Castiglione,Bagnaia,s901962@students.politu.it,4/14/1998,ER3941255
901963,Albino,Lucciano,Pisano Novarese,s901963@students.politu.it,4/15/1995,YJ94330736
901964,Tancredi,Rizzo,Olmi,s901964@students.politu.it,4/15/1995,EU55231872
901965,Giuseppina,Piccio,Ronca,s901965@students.politu.it,4/15/1998,QV4415323
901966,Massimiliano,Cattaneo,Villa Bozza,s901966@students.politu.it,4/15/2000,NN6453704
901967,Selene,Giordano,Banchette,s901967@students.politu.it,4/15/2001,FD38659977
901968,Berengario,Lombardi,Venaria,s901968@students.politu.it,4/16/1992,XT27817629
901969,Cirillo,Lettiere,Acciano,s901969@students.politu.it,4/16/1995,GJ40320075
901970,Taziana,Marchesi,Roma,s901970@students.politu.it,4/16/1997,OE88425679
901971,Diego,Udinese,Mogoro,s901971@students.politu.it,4/16/1997,NS49987578
901972,Silvano,Folliero,Artogne,s901972@students.politu.it,4/16/1998,HS80913803
901973,Regina,Greco,Bitonto,s901973@students.politu.it,4/16/1999,OX27707257
901974,Eugenia,Bergamaschi,Gemona Piovega,s901974@students.politu.it,4/16/2001,EV18540448
901975,Cosma,Napolitano,Cremeno,s901975@students.politu.it,4/17/1993,SW57702177
901976,Wilma,Lombardo,Collalbrigo,s901976@students.politu.it,4/17/1993,HG82916565
901977,Marina,Moretti,Ponteceno,s901977@students.politu.it,4/17/1994,JU41915578
901978,Ireneo,Dellucci,Mezzanino,s901978@students.politu.it,4/17/1995,CW30928685
901979,Alma,Fiorentino,Adami,s901979@students.politu.it,4/17/1996,OF0497937
901980,Rossana,Genovesi,Passo Del Tonale,s901980@students.politu.it,4/17/1997,TS94413398
901981,Aurelio,Bergamaschi,Gattatico,s901981@students.politu.it,4/17/1997,FF81914054
901982,Stella,Bruno,Milano,s901982@students.politu.it,4/17/1997,OU9891071
901983,Giuseppa,Lucchese,Varisella,s901983@students.politu.it,4/18/1992,NZ73189894
901984,Agnese,Lettiere,Concas,s901984@students.politu.it,4/18/1994,CQ20517515
901985,Algiso,Calabresi,Costalissoio,s901985@students.politu.it,4/18/1994,TX57379610
901986,Gisella,Romano,Ponzano,s901986@students.politu.it,4/18/1999,IS74826630
901987,Vittoria,Siciliano,Cuturella,s901987@students.politu.it,4/18/1999,PC58117715
901988,Fiorenzo,Mancini,Viu,s901988@students.politu.it,4/18/1999,MP69329903
901989,Silvana,Cattaneo,Verza,s901989@students.politu.it,4/19/1999,IV66686665
901990,Agamennone,Castiglione,Sacco,s901990@students.politu.it,4/20/1992,AL61824202
901991,Arduino,Mazzanti,Prata Sannita,s901991@students.politu.it,4/20/1992,CA13132029
901992,Maurizia,Mazzanti,Schweinsteg,s901992@students.politu.it,4/20/1993,PL57362936
901993,Letizia,Milani,Quota,s901993@students.politu.it,4/20/1993,ZC81370577
901994,Medoro,Palermo,Trigolo,s901994@students.politu.it,4/20/1994,QT76890659
901995,Renato,Cattaneo,Teolo,s901995@students.politu.it,4/20/1995,LH15573175
901996,Brigida,Lucchesi,Passo San Ginesio,s901996@students.politu.it,4/20/1995,YN94557382
901997,Bonacata,Angelo,Monteverde,s901997@students.politu.it,4/20/1997,JM25440403
901998,Ilda,Palermo,Luzzano,s901998@students.politu.it,4/20/1999,JX27151021
901999,Giorgia,Mancini,Grandate,s901999@students.politu.it,4/20/2000,MQ37912903
902000,Oberto,Napolitano,St. Pankraz,s902000@students.politu.it,4/21/1992,AI12818238
902001,Filomena,Lo Duca,Dozza Imolese,s902001@students.politu.it,4/21/1993,MF57550087
902002,Vivaldo,Bruno,Querceto,s902002@students.politu.it,4/21/1995,UG52252824
902003,Edvige,Greco,Fabbrico,s902003@students.politu.it,4/21/1995,TS46127778
902004,Mareta,Manna,Filetto,s902004@students.politu.it,4/21/1996,KK53651302
902005,Celso,Lombardo,Mulino,s902005@students.politu.it,4/21/1998,ZS89587959
902006,Santina,Lorenzo,Badesi,s902006@students.politu.it,4/21/1999,VX0602737
902007,Eberardo,Piccio,Santa Veneranda,s902007@students.politu.it,4/21/2000,KS32267279
902008,Abela,Marino,Alteta,s902008@students.politu.it,4/22/1992,IP78766813
902009,Protasio,Calabresi,Sacco,s902009@students.politu.it,4/22/1993,PK89941150
902010,Romilda,Milano,Fener,s902010@students.politu.it,4/22/1994,DA24247095
902011,Marzia,Udinesi,San Giorgio Jonico,s902011@students.politu.it,4/22/1997,AH13704359
902012,Candido,Marino,Milano,s902012@students.politu.it,4/22/1999,KJ5977180
902013,Stefano,Buccho,San Lorenzo Nuovo,s902013@students.politu.it,4/22/2001,EL21881332
